race,wealth,weight
White,1511600,860.72895465
Black,10000,3327.1034801
Black,10000,3345.34382
Black,10000,3294.2517775
Black,10000,3347.5361376
Black,10000,3302.0403159
White,621500,7628.8720156
White,612500,7652.7218176
White,616500,8244.1019328
White,615500,7856.9831079
White,615500,8368.460583
White,1450112880,4.7994916504
White,1155677100,4.8102659466
White,762505100,4.8554269905
White,677192880,4.9417385207
White,2064472880,4.8233923554
White,10000,2793.4685868
White,10000,2816.2436333
White,10000,2813.2455809
White,10000,2846.7214166
White,10000,2821.5061737
White,63052,9126.723006
White,65102,8800.2377479
White,64592,8714.0483304
White,64062,8842.7940235
White,64772,8657.9557653
White,672100,13270.593405
White,981100,13916.530515
White,784000,15087.666317
White,919100,13731.080099
White,694100,15323.510658
White,16175200,2782.8950396
White,11677100,2949.2260246
White,19176900,3040.7924374
White,17377000,2923.7711551
White,22677000,2203.1683607
White,329200,16126.834432
White,333200,15466.645002
White,326050,15273.943434
White,326300,15829.860534
White,329200,15177.802024
Hispanic,15300,5876.5994653
Hispanic,12350,5887.2075066
Hispanic,12600,5908.6003978
Hispanic,13500,5923.2903253
Hispanic,12730,5896.0243488
White,1270349700,3.0615967101
White,1269120500,3.0909408194
White,1270295900,3.1177219289
White,1270462800,3.1715168625
White,1270462800,3.0806553674
White,53300,9564.1710661
White,53200,9271.3722116
White,53300,9237.5220962
White,53600,9472.323977
White,53800,9337.191881
Black,12730,8732.7308765
Black,12725,8696.4173473
Black,10725,8571.2712681
Black,12735,8821.7035619
Black,10000,8588.7463487
Hispanic,139350,3430.5625881
Hispanic,203350,3166.3054491
Hispanic,193850,3270.9134457
Hispanic,83550,3238.6778308
Hispanic,92150,3191.4635187
Other,32290,4506.2704783
Other,32330,4514.404894
Other,43400,4530.8093052
Other,37200,4542.0737767
Other,45200,4521.1657897
White,10000,9742.1458925
White,10000,9689.7548023
White,10000,9737.0655961
White,10000,9611.6641417
White,10000,9753.1314592
Hispanic,295920,4948.811725
Hispanic,296920,5044.1292901
Hispanic,295920,5025.2052641
Hispanic,295920,5028.5148231
Hispanic,296920,5054.9578927
White,620000,2377.5541544
White,685000,2361.3099861
White,1635000,7264.995501
White,687000,2430.9495522
White,595000,2540.2439176
White,10000,7085.5822671
White,10000,7189.342292
White,10000,7114.7612353
White,10000,7113.290628
White,10000,7119.9941907
White,188937800,2.7724054048
White,207285000,2.7840123711
White,212064700,2.8165986104
White,190149900,2.8683014371
White,199838800,2.7878268702
White,28750000,137.40741362
White,30090000,139.5985998
White,31577000,141.64753323
White,30480800,142.05921184
White,28452000,139.43623463
White,40694000,847.70760189
White,40694000,856.70879853
White,40694000,851.69756684
White,40694000,861.50778023
White,40693000,861.46071432
White,5082500,898.50590206
White,5960400,949.69767604
White,7509400,988.07850021
White,6575000,953.20966462
White,4020500,920.67782958
Black,10000,4809.8673375
Black,10000,4919.5137639
Black,10000,4774.4357564
Black,10000,4889.3965289
Black,10000,4796.0238997
Black,749470,3643.3955721
Black,718570,3670.5989371
Black,733350,3901.7319374
Black,725990,3770.7827971
Black,741680,3967.8289308
Asian,1978000,1948.492025
Asian,1978000,2278.7875896
Asian,1978000,1634.805032
Asian,1978000,1938.8830845
Asian,1978000,1758.5786001
White,22372000,49.911830289
White,22372000,48.749684029
White,22371000,50.013070505
White,22372000,49.450757796
White,22373000,49.756378744
Hispanic,10000,6119.3440372
Hispanic,10000,6061.7617371
Hispanic,10000,6078.2287898
Hispanic,10000,6142.6580523
Hispanic,10000,6077.8644478
Black,455000,1371.7120545
Black,456000,1366.5764055
Black,454000,1501.6969662
Black,456000,1401.4838048
Black,455000,1519.7151748000001
White,905600,3021.1101797
White,911400,3047.9932065
White,910800,3156.4850607
White,905900,3159.069901
White,907700,3228.3092536
White,274500,8759.2688954
White,276000,8791.6340844
White,278000,9473.5706394
White,276700,9034.6403769
White,276800,9617.1548885
White,5002800,2924.7304605
White,4978800,3206.8006441000002
White,5020800,3478.0302019
White,5008800,3115.4107152
White,5070800,3013.2028677
White,614000,13270.593405
White,614000,13916.530515
White,614000,15087.666317
White,615000,13731.080099
White,614000,15323.510658
White,1043800,1223.8271237
White,1042800,1223.4007234
White,1043800,1258.7845157
White,1045800,1252.5654122
White,1043500,1312.4643409
White,186767800,52.854292618
White,195319200,53.056833894
White,199637900,53.351181198
White,201677600,54.511668316
White,196484400,53.317132304
White,11688000,1818.5333817
White,11741000,1879.0905539
White,11704000,2009.8351707
White,11525000,1887.3579821
White,11793000,1799.0567549
Hispanic,10400,8577.0839715
Hispanic,10400,8496.3746307
Hispanic,10400,8519.4554206
Hispanic,10400,8609.7617004
Hispanic,10400,8518.9447462
White,1393900,864.85493793
White,1212000,927.78750146
White,1190700,840.1215804
White,2121700,871.28809673
White,1679200,851.80240886
Hispanic,752780,5755.8481133
Hispanic,536490,5775.4441732
Hispanic,815270,6209.2332855
Hispanic,595990,5928.2697996
Hispanic,572500,6301.3193813
White,21100290,474.3408867
White,22436580,477.54759836
White,16698160,449.91351433
White,17539860,433.72309856
White,21783060,481.01428151
Hispanic,10000,13030.962557
Hispanic,10000,13216.413373
Hispanic,10000,13105.184306
Hispanic,10000,13132.049877
Hispanic,10000,13179.656048
White,225300,22057.245635
White,223900,20305.284968
White,228200,20159.289453
White,231200,20762.61637
White,230200,20031.747798
White,27632000,55.235973826
White,27200000,53.00586803
White,25826000,54.377976095
White,26963600,53.769907027
White,28997000,55.078859602
White,237523000,57.367238894
White,261804000,56.57943937
White,279169000,56.891675446
White,245074000,58.132763882
White,260991000,57.88527767
White,2861280,3542.1808679
White,2862270,3636.4003817
White,2861270,3779.8375954
White,2859270,3630.1277413
White,2861280,3564.6024779
Hispanic,465100,3971.199358
Hispanic,411900,3638.8877533
Hispanic,437200,3767.8555808
Hispanic,438900,3709.4896673
Hispanic,294100,3637.7641407
White,465060,7847.5443012
White,463850,7879.0083288
White,472360,8480.9237841
White,461650,8091.9020315
White,491460,8611.8145531
Asian,1652250,4952.1237457
Asian,1452640,5063.7862454
Asian,1231300,5457.7231597
Asian,1481200,5258.8643786
Asian,1224060,5555.7178747
Hispanic,164740,4290.4366778
Hispanic,153150,4320.0593963
Hispanic,154240,4309.8114613
Hispanic,151940,4327.9361218
Hispanic,154540,4309.8869317
White,17040,3304.0647557
White,29210,3415.7593005
White,23910,3310.9286606
White,15870,3337.1393623
White,27060,3312.7045181
White,650600,10195.84707
White,751000,10228.362423
White,1339200,11014.75673
White,837500,10499.204184
White,426300,16802.420883
White,68950,11922.37698
White,29950,11505.691203
White,108150,11991.333123
White,10000,11506.846096
White,35950,11492.059185
White,90300,5280.6856091
White,81000,5061.4573769
White,88000,4992.4259307
White,82900,5177.499537
White,81700,4958.0550289
Hispanic,184300,5053.3754062
Hispanic,182900,4869.668291
Hispanic,182300,4816.2156462
Hispanic,185300,4890.5533028
Hispanic,182300,4782.3717151
Black,10000,2374.4289898
Black,10000,2392.8143797
Black,10000,2391.7552922
Black,10000,2415.6709584
Black,10000,2397.4238
White,1698090,2368.3962502
White,1699100,2787.1516416
White,1697200,1997.3916469
White,1697200,2391.7127207
White,1698075,2153.5238345
White,366400,6650.4784243
White,377400,6676.6245589
White,360400,7187.7778511
White,362400,6858.4954658
White,366400,7298.226605
Asian,1062600,9864.9362018
Asian,996600,3054.9000651
Asian,994600,3163.6377657
Asian,967500,3166.2284633
Asian,1018500,3235.6247147
White,10000,2433.6436234
White,10000,2426.055194
White,16730,2436.8563792
White,10000,2417.0483468
White,13630,2433.8537176
White,150870,15040.370571
White,152550,14984.84707
White,153250,14768.584946
White,150050,15208.724014
White,151950,14748.742987
White,6435000,818.30373845
White,6436000,860.30152522
White,6436000,897.76749957
White,6436000,867.02386057
White,6435000,837.94442352
Hispanic,25000,2104.0123105
Hispanic,23000,2026.8233635
Hispanic,25000,2075.4060743
Hispanic,23000,2068.4557722
Hispanic,25000,2041.9635962
White,100000,6352.3481119
White,86900,6218.4859526
White,97000,6356.2324126
White,83300,6244.0890333
White,85300,6266.4198978
Black,10000,1991.8741613
Black,10000,2002.6535186
Black,10000,1971.7746803
Black,10000,2004.9544837
Black,10000,1976.709119
White,2108000,285.68285765
White,2173000,296.74860949
White,2002000,272.04812349
White,2216000,278.34584198
White,2082000,277.25067662
White,253300,11419.148788
White,304805,10819.954184
White,332710,11025.32567
White,336055,10878.893374
White,298795,10924.6562
White,8046700,45.140930433
White,8006000,46.532995874
White,8673000,49.532981576
White,7272000,46.716606978
White,11175000,45.187153299
White,122600,12003.696863
White,123100,11812.497741
White,123600,12046.455511
White,125500,11894.852995
White,123500,11889.222409
White,10000,7905.4043726
White,10000,7967.667742
White,10000,7965.5140787
White,10000,8052.932168
White,10000,7985.4516588
White,195300,10798.951961
White,195300,10623.1776
White,195300,10713.476911
White,195300,10640.638139
White,195300,10605.866288
Hispanic,10000,2888.1594256
Hispanic,10000,2924.0949696
Hispanic,10000,2926.1984611
Hispanic,10000,2910.3226706
Hispanic,10000,2921.1678119
White,40841100,55.002696019
White,40840100,52.782008618
White,40841100,54.148321866
White,40841100,53.542820852
White,40840100,54.846245334
Hispanic,40770,1820.5819286
Hispanic,38890,1843.2342799
Hispanic,35970,1844.5602381
Hispanic,38740,1834.5527652
Hispanic,33010,1841.3891151
Black,82830,4225.5629741
Black,82830,4185.3313048
Black,82830,4068.4348648
Black,82820,4310.3200993
Black,82820,4124.9657555
White,1558200,2099.2770734
White,2742200,980.40788333
White,1558200,1771.4477711
White,1557200,2123.3379645
White,2738200,921.56787208
Black,4368300,7611.5891333
Black,4368200,7981.2375996
Black,4368200,8189.5271722
Black,4368300,7876.7368309
Black,4368300,7842.0570505
Black,47800,3747.6326424
Black,47000,3873.1431824
Black,43800,3755.5807453
Black,45000,3865.9171049
Black,46100,3782.16811
White,448800,7599.7674731
White,457800,7628.7263938
White,470800,8214.6445459
White,437800,7834.1056202
White,438800,8339.6021287
Other,156400,19798.913992
Other,227991,18025.25859
Other,228920,18345.790468
Other,239620,18828.485197
Other,140911,18071.01389
Asian,890900,2177.3422367
Asian,370900,4147.1360612
Asian,389400,4185.6650833
Asian,512050,2207.9473159
Asian,567400,2370.8574695
White,10557000,3033.3300667
White,10331000,3158.3810652
White,10557000,3256.3465793
White,10557000,3131.2232677
White,10331000,3056.6875086
White,401000,10082.013566
White,400000,9174.7015597
White,400000,9334.2370703
White,400000,9766.0989953
White,401000,9344.2042525
Black,10000,7545.5445404
Black,10000,7846.6985912
Black,10000,7731.4052249
Black,10000,7553.1102602
Black,10000,7875.972043
White,3262060,2828.948477
White,2549200,7823.9625492
White,2885200,5602.3929734
White,3239900,3014.2704851
White,2729960,6042.3977355
Black,10000,11404.746391
Black,10000,11458.966209
Black,10000,11285.013066
Black,10000,11459.013355
Black,10000,11310.036989
Asian,5864700,414.91101758
Asian,5864700,451.79760449
Asian,5864800,490.74455444
Asian,5864800,435.10005815
Asian,5864600,424.1363976
White,6184000,6233.4306406
White,6187000,6680.1462625
White,6171000,6867.4920398
White,6188000,6612.9236002
White,6184000,6367.9313662
Black,27020,4855.2997314
Black,10000,4899.2771782
Black,17880,4779.412747
Black,10000,4852.3221194
Black,22980,4804.4271343
White,4119400,675.09099215
White,4111400,714.83005015
White,4109400,737.8844805
White,4116400,712.31526177
White,4125400,688.03912607
White,1560400,4736.216334
White,1560400,4748.5648081
White,1563600,5117.9529654
White,1557200,4873.4881132
White,1560100,5195.382723
White,188100,19012.962024
White,204000,18129.010313
White,254000,18420.728135
White,291300,18229.696041
White,220800,18048.238151
White,429800,9035.0746626
White,431300,9071.299987
White,388300,13246.653003
White,404900,9316.4098489
White,418400,9914.9981805
White,32119850,51.639425623
White,32120950,50.534769448
White,32120950,51.963388302
White,32119050,51.408435864
White,32119950,51.508438551
White,1187330,8559.5082299
White,1187330,8653.7115808
White,1187330,8941.226364
White,1187230,8904.7501511
White,1187330,9153.0868987
White,171300,6038.5175722
White,171300,6014.7836421
White,171300,6037.9441599
White,171300,6062.2743562
White,171300,6047.2760099
White,56451500,556.49670669
White,56450500,563.76963389
White,56452500,568.01247997
White,56452500,580.06611036
White,56451500,559.91070115
Hispanic,921000,1389.1210945
Hispanic,863000,1393.7422154
Hispanic,799520,1498.653151
Hispanic,1445250,1430.9282857
Hispanic,732300,1520.7780494
Asian,196701,6646.3879121
Asian,188701,6647.8430231
Asian,184201,6647.8876954
Asian,191001,6598.6605222
Asian,185501,6635.1336462
White,24390000,1919.6387287
White,29466000,1923.2869831
White,25882500,1941.3865166
White,32824500,1956.7978504
White,25072500,1929.9590077
White,36190,3749.5076636
White,28270,3694.2238111
White,29020,3653.3732421
White,48600,3800.5659795
White,23520,3696.3786538
Hispanic,229100,3858.7586036
Hispanic,228200,3711.3252861
Hispanic,228200,3711.8891607
Hispanic,228200,3790.3412294
Hispanic,228200,3666.4903801
White,2821140,7502.2230212
White,2817110,7788.2259252
White,2820250,8071.8570339
White,2820290,7763.5609792
White,2812110,7655.7521987
White,77300,15569.364064
White,80300,15717.747954
White,76300,15332.555702
White,79300,15575.296074
White,77300,15360.777915
Black,10000,6281.8620205
Black,10000,6309.5839724
Black,10000,6221.0975799
Black,10000,6308.6876842
Black,10000,6230.9933589
White,98669300,53.254873705
White,102609400,53.458950035
White,103133500,53.755528188
White,99835100,54.924810603
White,101713400,53.721221239
White,142600,11296.34536
White,143600,11404.005227
White,142700,11124.529155
White,142600,11300.649328
White,144600,11145.00577
White,26200,10110.567438
White,35590,9924.4859408
White,18780,10075.942223
White,23850,10082.965786
White,22480,10060.489544
Asian,1398000,3968.0577107
Asian,1421000,4641.3831007
Asian,1481000,3330.3477974
Asian,1326000,3951.2276738
Asian,1415000,3583.1870205
Asian,2073000,1105.1107078
Asian,2074000,1292.6329548
Asian,2074000,927.50743055
Asian,2074000,1100.4235143
Asian,2073000,997.92357698
Hispanic,10000,1695.62459
Hispanic,10000,1648.2554243
Hispanic,10000,1677.3013435
Hispanic,10000,1669.9348222
Hispanic,13450,1658.1314486
Black,97630,3077.2423713
Black,97050,3124.7559621
Black,97050,3079.0092052
Black,97050,3141.0841325
Black,96050,3089.0315499
White,184760,11743.624996
White,185460,12016.963375
White,184660,11662.088031
White,184460,11949.677788
White,185460,11675.276795
Black,20490,2195.9424634
Black,20490,2231.6582939
Black,20500,2187.9080069
Black,20490,2231.4165595
Black,20500,2198.2507321
Asian,1312590,1813.3343396
Asian,1211290,1808.254971
Asian,1245890,1950.0029466
Asian,1174290,1841.2962395
Asian,1274290,1974.9050783
Hispanic,10000,3018.76689
Hispanic,10000,3019.7478452
Hispanic,10000,3025.1731473
Hispanic,10000,3021.5679123
Hispanic,10000,3026.1866286
White,30600,6402.0990319
White,51200,6310.3487818
White,23800,6380.7139105
White,36900,6305.1365083
White,44400,6360.9547374
White,180370,9958.8021521
White,180170,9564.712299
White,181350,9696.0593026
White,181430,9650.4302552
White,180300,9600.720489
Black,620600,7774.0160043
Black,634600,7798.1985929
Black,615600,8384.133656
Black,638700,8002.2500221
Black,615700,8508.4869316
Black,10000,2588.6864812
Black,10000,2630.7900833
Black,10000,2579.2150632
Black,10000,2630.5051146
Black,10000,2591.4075835
White,908000,8000.8419327
White,976000,8030.5681023
White,976000,8644.2871602
White,926000,8245.1883536
White,904400,8777.7118936
Hispanic,31430,4466.5443332
Hispanic,61310,5129.9175962
Hispanic,31680,4487.6998302
Hispanic,30610,5130.2680995
Hispanic,31900,4483.1608219
Black,51000,12420.337841
Black,40900,12054.166962
Black,24300,12110.470441
Black,67400,12134.592138
Black,54700,11985.115686
White,30376000,499.34296263
White,28836000,488.46384548
White,29546000,504.11575371
White,28057000,498.26914349
White,29455000,497.69172383
White,45354820,46.170954196
White,40506310,46.059258121
White,44932710,46.164710835
White,45253460,46.706740323
White,45383150,46.942542519
Black,65800,2142.3686089
Black,64800,2133.459945
Black,61800,2102.7583196
Black,66800,2164.1959492
Black,65800,2107.0454166
White,15854000,401.73534432
White,16254000,426.86283547
White,15954000,444.79178584
White,17414000,429.03010478
White,15824000,409.07850408
White,862050,8134.4909596
White,752050,8167.1054741
White,814650,8791.0300602
White,958850,8387.7836677
White,909450,8926.7068702
White,1352200,6958.7325962
White,1152820,6984.5869334
White,1783200,5799.0297115
White,1233200,7171.2529057
White,3486200,3016.9340789
White,19021,11936.860874
White,28021,11571.929526
White,25321,11802.943858
White,22921,11683.789064
White,20621,11648.467638
Black,10000,13010.703004
Black,10000,13375.529908
Black,10000,13194.649649
Black,10000,13336.607606
Black,10000,13260.228798
Asian,4432000,1093.8946648
Asian,4431000,1184.8036281
Asian,4430000,1239.4449165
Asian,4430000,1182.0585162
Asian,4432000,1116.6289932
White,4597200,1942.082942
White,4651100,2080.4423177
White,4906100,2163.7425423
White,4736200,2077.7181507
White,4850200,1957.1993767
White,383000,8759.9130097
White,382300,8784.8185453
White,384600,8817.4097812
White,382100,8697.0861855
White,383200,8861.0083234
Hispanic,18620,3488.8703906
Hispanic,18601,3391.4049016
Hispanic,18860,3451.1689839
Hispanic,18601,3436.0118329
Hispanic,18610,3411.7255369
White,1013200,1963.3329295
White,990900,1971.6291116
White,995400,2122.5190517
White,1014500,2025.9180187
White,1002600,2155.1309659
Black,308150,8147.2496259
Black,307150,8375.6648156
Black,261400,8153.9569584
Black,307150,8314.726845
Black,317800,8244.5330977
White,10895,10135.13247
White,10885,10130.653377
White,10895,10156.028679
White,10900,10121.565434
White,11885,10156.363438
White,29261,8367.8425395
White,23040,8342.4829145
White,24981,8382.1956702
White,23490,8314.2173025
White,29931,8370.9603717000009
Black,156480,2528.0581627
Black,154390,2388.8675463
Black,155500,2437.366705
Black,155790,2454.4775144
Black,155890,2406.175735
Hispanic,10000,1573.1321464
Hispanic,10000,1600.5084889
Hispanic,10000,1580.269546
Hispanic,10000,1589.045941
Hispanic,10000,1584.0901199
Black,10000,3882.6999319
Black,10000,3860.3756929
Black,10000,3845.0481938
Black,10000,3826.4654351
Black,10000,3827.0833088
White,7092000,2968.5049393
White,6603000,3090.8834799
White,6602000,3186.7553785
White,6604000,3064.3060702
White,9352000,2991.3632106
White,32250,11082.933891
White,33660,10546.506146
White,84720,10551.070102
White,45240,10854.209183
White,82150,10449.833483
White,3166700,12489.28175
White,3370100,5829.1959564
White,4141860,6322.7727385
White,3243700,12611.480117
White,3130600,11356.171802
Asian,131200,2472.5641164
Asian,131800,2331.1385382
Asian,129700,2350.417191
Asian,130700,2352.370617
Asian,131600,2318.7566725
Asian,4668800,1109.2907434
Asian,5016800,1207.0161309
Asian,4913800,1311.4621189
Asian,5615800,1161.5466727
Asian,5148800,1133.7121771
Hispanic,148650,8906.4723789
Hispanic,145650,8470.2820946
Hispanic,147650,8463.8266277
Hispanic,145550,8712.6639801
Hispanic,147650,8377.6387022
Asian,576200,2462.5978428
Asian,784400,2454.6848357
Asian,506400,3695.4121969
Asian,747600,2498.0462592
Asian,538500,2681.1872525
Asian,1180820,1661.3313117
Asian,1175610,1943.284272
Asian,1155370,1394.3961881
Asian,1251480,1653.3863193
Asian,1115200,1499.737446
White,411000,20117.990097
White,2150800,15222.862999
White,564500,14115.743407
White,3093600,13056.377149
White,999300,14325.107786
White,589950,13270.593405
White,587950,13402.003935
White,587950,14426.223532
White,588950,13731.080099
White,586950,14648.892562000001
Black,10000,2017.2386565
Black,10000,2050.0479651
Black,10000,2009.8580368
Black,10000,2049.8259028
Black,10000,2019.3590804
White,23660,9004.0920553
White,27660,9019.1948961
White,44660,9086.3995281
White,26560,8826.9090947
White,37660,9093.9578364
Black,10000,13197.218897
Black,10000,12896.549623
Black,10000,12899.913552
Black,10000,13079.861619
Black,10000,12779.246034
White,697500,2999.9483903
White,696500,3020.7907127
White,697600,3121.1520133
White,696600,3121.9282869
White,697600,3203.8386593
White,7921400,4134.8365939
White,7946960,4534.159541
White,7986200,4916.5350301
White,7934800,4406.3060765
White,7913500,4260.1049963
Other,10000,11846.732261
White,10000,11354.789865
Other,10000,11354.549888
White,10500,12031.443597
White,10500,11953.031497
Black,18000,11034.172361
Black,18000,11285.708938
Black,19000,10952.889834
Black,19000,11216.617893
Black,19000,11002.414545
White,523400,5578.6347974
White,523400,5571.0185595
White,523400,6042.4926368
White,524400,5694.3675032
White,523400,6119.9967259
White,22300,6975.7925666
White,22300,6948.8284926
White,22300,7005.9096106
White,23300,6868.2914383
White,23300,6987.078817
Hispanic,95611,12786.824089
Hispanic,95601,13076.560727
Hispanic,95601,12675.2373
Hispanic,95611,12996.263443
Hispanic,95611,12682.03582
White,457700,18276.618371
White,457700,18450.803759
White,457700,17998.63296
White,457800,18283.581859
White,457800,18031.762548
White,2647600,6580.8448529
White,2699600,7746.5543283
White,2647600,5550.1836295
White,2647600,6649.4382264
White,2662600,5986.6221589
Hispanic,13500,3424.3098453
Hispanic,12310,3422.7699526
Hispanic,12810,3430.5319922
Hispanic,12600,3419.8571116
Hispanic,12180,3430.1829328
Hispanic,13800,14296.653119
Hispanic,13800,14291.946063
Hispanic,13800,14321.090369
Hispanic,13900,14284.207007
Hispanic,13800,14321.8142
White,500000,12285.28301
White,551100,12332.096091
White,551000,13279.252744
White,466000,12664.098607
White,567000,13481.250933
White,428200,16239.967108
White,429500,15164.683513
White,427300,15208.745895
White,431400,15841.39155
White,426600,15075.660955
White,1124700,4578.5405168
White,1133700,4590.4778915
White,1134700,4947.5685575
White,1081700,4711.2423106
White,1081700,5022.4205611
White,68800,3341.6630267
White,71000,3401.5405562
White,69400,3389.6315972
White,67500,3321.0073625
White,72600,3399.8952701
White,1306700,6368.3675923
White,1269100,6390.1481305
White,1266100,6883.7808619
White,1306300,6562.5943957
White,1268400,6987.6095672
White,10000,11257.244152
White,10000,10814.851266
White,10000,11099.558713
White,10000,10999.015368
White,10000,10902.377591
White,37420300,78.89979949
White,37845300,79.18986165
White,37224300,78.495135556
White,37556300,79.513786018
White,38021300,80.142523142
Black,12600,7842.3763436
Black,12600,8081.1348733
Black,13600,8007.3332098
Black,12600,7834.3593213
Black,12600,8119.0974672
White,108933000,55.553249474
White,78464000,54.790360683
White,54969000,55.092723651
White,59300000,56.294568063
White,64000000,56.054907527
Hispanic,16450,10518.794187
Hispanic,16450,10519.947488
Hispanic,16450,10537.518602
Hispanic,16450,10521.015568
Hispanic,16450,10541.763395
White,75440,12720.616412
White,68340,12650.259622
White,72740,12644.091753
White,74740,12534.206113
White,72440,12616.645594
Hispanic,10000,1999.7024689
Hispanic,10000,2034.5021771
Hispanic,10000,2008.7752449
Hispanic,10000,2019.9314461
Hispanic,10000,2013.6318051
White,22250,5221.4153307
White,22350,5272.9093968
White,22250,5277.6213118
White,22350,5362.0966732
White,23250,5279.7252527
White,991500,6403.4122438
White,990400,6420.1075052
White,990500,6919.5240189
White,991400,6589.0050735
White,990500,7024.2098319
Black,29420,2125.5527265
Black,29420,2125.7857764
Black,29410,2129.3364047
Black,29390,2126.0016053
Black,29410,2130.194158
White,12000,10033.002614
White,12000,9858.2703391
White,12000,9771.6869186
White,12000,10107.150139
White,12000,9870.1226284
White,144260,15416.923297
White,143930,14730.688873
White,144950,14830.245067
White,145000,15377.944247
White,144050,14160.759786
Hispanic,46370,3291.3447813
Hispanic,46480,3123.0696641
Hispanic,46470,3139.7155489
Hispanic,46470,3178.4508055
Hispanic,46380,3103.5135302
Black,10000,1398.6372025
Black,10000,1392.8212151
Black,10000,1372.7777757
Black,10000,1412.8870986
Black,10000,1375.5765907
Hispanic,10000,3066.2894209
Hispanic,10000,3104.441324
Hispanic,10000,3106.6745504
Hispanic,10000,3089.8196053
Hispanic,10000,3101.3336311
White,23032000,79.817117585
White,22628000,80.110552114
White,26098000,79.407748879
White,25345000,80.438242547
White,24019000,81.0742896
White,744030700,47.1959278
White,750931870,46.783809816
White,655768640,47.150428573
White,714175730,48.106446115
White,740802590,47.474897875
White,39000,7664.3982454
White,39000,7554.5576365
White,39000,7638.7966284
White,39000,7548.3176612
White,39000,7615.1415474
White,5287800,498.31290547
White,3405900,533.73464852
White,4690100,559.98033722
White,4638100,533.26831918
White,2279800,254.8456187
White,465400,14510.079825
White,465800,13729.150799
White,464700,13628.290697
White,464600,14002.616015
White,465200,13552.108917
Hispanic,10000,3251.11302
Hispanic,10000,3199.9538687
Hispanic,10000,3241.3310172
Hispanic,10000,3262.2787695
Hispanic,10000,3241.8001347
Black,39020,3115.5017863
Black,39020,3097.125656
Black,39020,3096.9798299
Black,39020,3067.7589182
Black,39020,3089.6020085
White,405450,23451.149063
White,405650,21739.52615
White,404050,22110.075912
White,406750,21916.915153
White,405950,21647.419745
Hispanic,229010,3660.3332959
Hispanic,246010,3520.481303
Hispanic,239010,3521.016182
Hispanic,232010,3595.4340839
Hispanic,243010,3477.9519002
Black,10000,1665.412295
Black,10000,1649.7409633
Black,10000,1654.22256
Black,10000,1671.7573293
Black,10000,1654.1234023
White,1189500,9429.2074647
White,1188500,9461.309652
White,1188500,10171.941249
White,1187500,9711.6679848
White,1187500,10322.796324
Hispanic,300920,2683.0153013
Hispanic,295820,2575.2905712
Hispanic,143820,2607.5375758
Hispanic,232720,2596.9555523
Hispanic,267750,2580.3650154
Hispanic,353640,8553.2543915
Hispanic,355640,8582.5074899
Hispanic,355530,9245.4978507
Hispanic,355640,8814.1173577
Hispanic,354630,9384.9485525
White,2565400,282.77941394
White,2619400,293.73270265
White,2560400,269.28325191
White,2556400,275.51696561
White,2619400,274.43293061
White,10000,9499.8126527
White,10000,9448.7247766
White,10000,9494.8587273
White,10000,9372.5766001
White,10000,9510.5249564
Asian,3007400,7317.1780014
Asian,3006500,7596.6250369
Asian,3007400,6985.264355
Asian,3007400,7168.4393567
Asian,3007400,7172.1282352
White,28500,8167.4352982
White,28500,7944.9471203
White,28400,8116.5087126
White,28500,8130.6752261
White,28500,8065.6571054
White,1379500,6593.3485079
White,1377500,7760.2638801
White,1378400,5562.3610336
White,1378000,6662.8765482
White,1379000,5998.3208865
Asian,237500,1668.9404453
Asian,236500,1662.6895659
Asian,237600,1794.6008784
Asian,237500,1692.6036758
Asian,237400,1817.3687443
Other,10000,8402.0009567
Other,10000,8493.6265387
Other,10000,8471.6467154
Other,10000,8483.8212047
Other,10000,8493.8665865
White,1105390,9924.0126142
White,1101820,9956.6045505
White,1103330,10725.903391
White,1104990,10222.205415
White,1105170,10890.755399
White,15354200,3225.576722
White,15354200,3537.0876545
White,15353100,3835.377913
White,15354200,3437.3494545
White,15353100,3323.2983209
White,10000,9445.9939256
White,10000,9281.4848479
White,10000,9199.9672309
White,10000,9515.8032433
White,10000,9292.643686
White,10698000,811.62118919
White,10698000,851.62609021
White,10698000,886.67953445
White,10697000,855.8277394
White,10698000,830.61992344
White,1338900,8652.943147
White,1610800,10072.983427
White,1146800,9351.3268
White,951900,8922.3794785
White,1428900,7779.3026064
Black,11580,1795.3158758
Black,16771,1836.2421543
Black,10000,1782.0907959
Black,14330,1825.0006904
Black,10000,1790.148718
Hispanic,21700,4131.1835484
Hispanic,20990,3848.3534608
Hispanic,24150,3867.7449777
Hispanic,25600,3941.5815882
Hispanic,22200,3771.6516292
Hispanic,17920,2288.9740291
Hispanic,18920,2197.0703007
Hispanic,17920,2224.5813462
Hispanic,19920,2215.5534525
Hispanic,17920,2201.3994862
White,754500,7358.4386834
White,196600,9669.4470984
White,124500,9715.55956
White,383500,9676.3911843
White,290500,9710.4464965
Black,746500,1558.0868885
Black,526500,1552.9354125
Black,526500,1704.8148317
Black,526500,1591.7875943
Black,822500,1725.5317653
White,4929900,496.1184722
White,4842400,531.38422762
White,4731800,557.51433752
White,4736300,530.91995187
White,4955000,499.4146384
Black,32760,2971.7701555
Black,30920,2952.7158709
Black,32540,2927.9676384
Black,33550,2963.5651305
Black,32440,2929.9437342
White,18675000,2930.5655835
White,18675000,3051.3800496
White,18675000,3146.0266452
